FRAME	XCENTER	YCENTER	BRIGHTNESS	BG	I0	S_X	S_Y	THETA	ECC
121	232.985	302.729	7645.194	617.336	861.266	 0.940	 1.502	 1.328	 0.780
122	42.642	244.737	31777.735	586.534	1127.683	 1.416	 3.167	 0.129	 0.894
122	74.312	95.827	25257.523	657.749	570.788	 1.826	 3.857	 0.532	 0.881
122	94.421	99.761	15596.997	648.570	734.205	 1.575	 2.147	 2.628	 0.679
122	118.179	338.170	8247.922	589.772	912.076	 1.120	 1.285	 2.564	 0.490
123	43.062	249.101	41809.169	556.117	1735.887	 1.923	 1.993	 0.000	 0.263
123	94.322	99.867	30288.539	705.716	1335.430	 1.461	 2.470	 2.916	 0.806
123	117.712	338.817	10115.172	595.770	938.929	 1.226	 1.399	 1.189	 0.482
123	235.206	295.873	11516.623	572.159	913.986	 1.111	 1.805	 1.995	 0.788
124	94.870	99.887	15200.774	755.922	1193.569	 1.032	 1.964	 0.284	 0.851
124	118.244	338.692	13953.782	539.401	580.080	 1.469	 2.605	 1.347	 0.826
124	164.196	353.198	20034.166	542.797	588.979	 2.015	 2.686	 2.637	 0.661
124	233.767	294.598	16995.029	570.516	1131.229	 1.343	 1.780	 0.745	 0.657
124	400.927	136.553	5003.166	657.935	1216.803	 0.592	 1.105	 0.410	 0.844
125	94.879	99.452	8618.296	686.915	897.789	 1.041	 1.468	 0.409	 0.705
125	99.149	115.833	8681.691	717.106	1448.765	 0.567	 1.681	 0.834	 0.941
125	165.344	352.763	15310.646	578.123	748.594	 1.628	 2.000	 0.316	 0.581
125	233.203	291.455	3614.487	601.324	1401.851	 0.374	 1.098	 1.970	 0.940
126	95.153	100.604	15281.725	628.107	569.365	 1.944	 2.197	 0.106	 0.465
127	165.806	352.076	9079.136	583.633	647.244	 1.143	 1.953	 0.505	 0.811
128	156.287	158.970	34425.928	560.838	619.172	 2.706	 3.270	 0.455	 0.561
128	277.892	294.604	10632.534	588.852	773.954	 1.257	 1.739	 1.953	 0.691
129	151.543	161.226	49101.288	547.068	817.961	 2.437	 3.920	 1.642	 0.783
129	167.913	352.115	6843.827	589.817	743.747	 0.789	 1.856	 0.136	 0.905
129	231.511	292.120	8934.492	596.533	577.072	 1.328	 1.855	 1.346	 0.698
130	88.809	114.330	19789.238	584.352	424.517	 2.264	 3.277	 0.407	 0.723
130	118.483	339.931	11750.806	546.002	823.558	 1.381	 1.644	 0.659	 0.542
130	147.500	163.570	24935.155	575.754	703.802	 2.171	 2.597	 0.242	 0.549
130	208.968	183.737	7415.109	595.312	847.783	 0.812	 1.715	 0.309	 0.881
131	119.399	340.864	13655.308	548.385	476.608	 1.929	 2.364	 1.701	 0.578
131	226.561	285.065	5532.790	608.028	1076.810	 0.542	 1.509	 1.636	 0.933
132	101.319	104.725	37451.856	635.432	648.658	 2.519	 3.648	 2.711	 0.723
132	118.708	340.169	19790.424	577.913	1369.953	 1.362	 1.688	 1.473	 0.591
132	210.957	178.460	19910.316	639.262	1277.244	 1.394	 1.780	 2.053	 0.622
133	108.374	99.934	75015.179	647.838	1057.709	 2.819	 4.004	 0.392	 0.710
133	108.229	99.272	115914.965	583.525	1065.567	 3.005	 5.762	 0.359	 0.853
133	119.732	339.776	15811.177	605.493	1578.975	 1.074	 1.484	 0.408	 0.690
133	140.182	401.427	5531.356	515.756	875.989	 0.867	 1.160	 0.975	 0.665
133	209.526	177.126	26438.465	543.175	488.735	 2.521	 3.415	 1.541	 0.675
134	89.000	139.355	7258.330	601.193	1001.504	 0.883	 1.307	 0.160	 0.737
134	118.851	340.526	20916.762	564.801	1328.398	 1.467	 1.708	 1.418	 0.512
134	271.944	214.042	9527.434	592.349	970.061	 0.899	 1.740	 1.546	 0.856
135	59.003	226.129	7024.771	584.309	996.198	 0.766	 1.466	 0.202	 0.853
135	89.103	139.078	30686.462	666.910	3552.450	 1.148	 1.197	 2.419	 0.284
135	119.201	340.976	17751.719	587.234	1341.013	 1.336	 1.576	 2.036	 0.530
136	59.256	226.055	65010.172	702.081	3514.896	 1.613	 1.825	 0.274	 0.467
136	88.909	139.297	40306.971	620.091	2663.106	 1.512	 1.593	 3.140	 0.315
136	119.265	339.749	16459.163	564.313	1140.553	 1.396	 1.645	 2.125	 0.528
136	269.929	212.967	10357.000	592.099	1078.491	 1.049	 1.457	 0.627	 0.694
137	89.491	139.526	33925.557	644.299	3160.502	 1.205	 1.418	 0.060	 0.527
137	120.008	340.130	22924.171	570.980	1369.210	 1.528	 1.744	 2.986	 0.482
137	270.766	212.417	6283.999	626.409	1121.271	 0.887	 1.006	 2.287	 0.471
138	89.141	139.812	35399.869	597.329	2208.806	 1.535	 1.662	 1.236	 0.383
138	120.133	340.155	20779.560	587.527	1613.130	 1.261	 1.625	 2.214	 0.631
138	271.490	210.394	15319.496	554.203	503.596	 2.053	 2.359	 2.642	 0.493
139	89.590	139.739	32824.058	643.096	2817.576	 1.238	 1.498	 1.666	 0.563
139	120.246	340.547	11992.635	610.230	1291.031	 1.193	 1.239	 1.580	 0.269
140	89.337	139.831	37304.195	612.354	2930.907	 1.389	 1.459	 1.571	 0.306
140	119.964	339.969	13044.189	586.526	1283.899	 1.055	 1.533	 0.351	 0.726
141	89.255	139.372	39654.389	617.315	2556.881	 1.565	 1.577	 0.698	 0.121
141	119.371	339.874	17635.317	623.147	1090.104	 1.382	 1.863	 1.648	 0.671
141	208.035	188.141	6605.617	632.846	1098.295	 0.586	 1.635	 1.445	 0.934
142	89.595	139.694	7250.767	570.968	702.862	 1.117	 1.470	 2.993	 0.650
142	119.703	339.683	21205.921	585.530	1227.405	 1.568	 1.754	 1.828	 0.448
142	238.514	251.205	8574.216	572.562	638.132	 1.017	 2.103	 0.747	 0.875
143	119.257	339.785	18338.926	618.165	1170.749	 1.398	 1.784	 0.636	 0.621
144	119.868	339.727	22716.628	583.596	1595.625	 1.229	 1.844	 0.475	 0.746
145	119.669	340.358	15284.167	603.587	1545.225	 1.177	 1.337	 0.812	 0.475
146	119.184	340.439	15905.332	596.264	1718.218	 0.894	 1.648	 3.104	 0.840
147	119.557	339.836	15119.551	609.318	936.967	 1.554	 1.653	 0.764	 0.341
147	240.282	251.742	7851.561	564.031	678.219	 0.939	 1.963	 1.973	 0.878
148	119.060	339.901	12671.901	551.982	1136.580	 1.135	 1.564	 1.475	 0.688
149	119.746	339.187	9505.196	611.838	1042.669	 0.748	 1.940	 1.212	 0.923
149	163.634	355.510	12867.401	543.919	560.189	 1.747	 2.093	 2.718	 0.551
150	119.526	339.819	11549.272	579.244	681.426	 1.558	 1.731	 0.837	 0.435
151	119.754	340.195	8821.994	629.056	957.093	 1.122	 1.307	 0.842	 0.513
151	240.608	252.072	7289.866	578.886	661.754	 1.031	 1.701	 2.682	 0.795
152	118.832	339.886	20223.032	605.662	771.907	 1.964	 2.123	 1.055	 0.379
152	240.593	252.400	8351.319	557.488	638.039	 0.913	 2.280	 2.885	 0.916
153	10.495	156.568	26331.212	579.310	1363.029	 1.336	 2.302	 1.187	 0.814
153	119.438	340.080	15509.522	546.761	897.928	 1.404	 1.959	 0.799	 0.698
154	10.144	156.910	25141.710	556.903	516.046	 2.579	 3.006	 3.113	 0.514
154	120.326	340.956	13583.563	580.434	1359.945	 0.954	 1.667	 2.947	 0.820
155	93.922	304.253	4478.627	632.552	1220.567	 0.758	 0.770	 0.835	 0.180
155	119.682	341.082	16400.212	603.729	1093.337	 1.272	 1.876	 1.147	 0.735
155	163.697	347.867	27818.312	565.850	652.474	 2.124	 3.195	 1.395	 0.747
155	261.124	327.973	8413.745	562.819	634.302	 0.899	 2.349	 0.595	 0.924
156	38.261	91.896	11326.174	577.419	498.509	 1.559	 2.319	 2.241	 0.740
156	93.477	304.391	8914.342	608.146	773.848	 1.190	 1.541	 2.415	 0.636
156	119.576	340.975	9249.438	623.112	1406.022	 0.785	 1.334	 0.990	 0.809
156	160.518	345.494	21113.262	596.496	981.430	 1.751	 1.955	 1.260	 0.445
156	272.610	214.875	8959.895	581.571	715.814	 1.041	 1.914	 1.009	 0.839
157	92.882	304.348	8526.507	620.596	693.204	 0.861	 2.273	 1.820	 0.925
157	120.012	340.625	18193.578	586.344	1382.306	 1.347	 1.555	 0.460	 0.500
157	160.144	344.828	15175.463	624.386	1088.271	 1.297	 1.712	 1.258	 0.653
157	271.253	213.185	8658.085	633.054	1051.625	 1.133	 1.157	 2.664	 0.202
157	421.443	179.920	8977.269	577.911	600.380	 1.148	 2.073	 2.169	 0.833
158	120.073	340.813	16668.964	570.765	1640.329	 1.032	 1.568	 0.120	 0.753
158	138.092	231.706	13736.249	562.246	1086.570	 1.131	 1.779	 3.125	 0.772
158	158.750	344.897	32246.038	602.495	678.614	 2.505	 3.020	 0.438	 0.559
159	119.334	340.132	19082.372	609.312	1245.627	 1.504	 1.621	 0.144	 0.373
159	138.254	230.721	25292.172	578.857	1663.288	 1.416	 1.710	 1.209	 0.561
159	158.052	342.003	18510.043	643.575	780.001	 1.760	 2.145	 1.240	 0.572
160	 8.718	163.677	34545.727	559.083	550.690	 2.927	 3.411	 1.486	 0.513
160	119.752	341.076	19930.850	607.195	1570.120	 1.275	 1.585	 2.460	 0.594
160	137.444	231.602	18675.606	636.496	1308.400	 1.306	 1.740	 1.440	 0.661
160	161.280	342.455	17010.530	598.562	763.677	 1.855	 1.911	 1.321	 0.239
161	 8.756	164.296	20023.435	616.034	817.773	 1.670	 2.333	 1.262	 0.698
161	119.646	340.251	15553.995	565.423	1187.559	 1.210	 1.722	 1.436	 0.711
161	162.533	341.142	40593.962	549.395	442.132	 3.661	 3.991	 0.000	 0.398
161	374.039	134.571	6551.523	623.951	940.359	 0.616	 1.801	 0.133	 0.940
162	 7.398	165.526	35455.256	575.931	1030.203	 1.737	 3.154	 1.729	 0.835
162	38.422	92.954	9519.409	591.748	597.697	 1.255	 2.019	 1.632	 0.783
162	120.350	339.865	18602.118	540.535	578.646	 2.226	 2.299	 3.128	 0.251
163	119.781	340.942	7165.931	547.675	679.052	 0.827	 2.031	 1.356	 0.913
164	38.970	93.138	8858.208	606.890	671.966	 1.057	 1.985	 2.312	 0.847
164	93.547	304.721	8800.264	572.543	550.234	 1.348	 1.888	 0.966	 0.700
164	229.257	282.864	6034.933	599.349	891.735	 0.705	 1.528	 2.365	 0.887
165	213.578	263.153	4413.264	660.368	1312.458	 0.646	 0.829	 2.537	 0.626
166	94.217	304.688	7991.867	623.588	665.176	 1.283	 1.490	 1.491	 0.509
166	212.944	260.545	6481.663	637.096	706.935	 1.092	 1.336	 2.566	 0.576
167	38.732	92.678	13550.852	567.754	437.638	 1.592	 3.095	 0.302	 0.857
167	93.799	304.849	9658.896	579.003	833.752	 1.174	 1.570	 2.225	 0.664
168	93.219	306.154	9022.603	624.150	702.483	 1.074	 1.903	 2.629	 0.826
169	94.039	304.926	5910.358	652.286	903.171	 0.823	 1.265	 2.261	 0.759
169	211.578	258.848	7897.129	615.389	802.417	 0.826	 1.897	 0.563	 0.900
170	93.265	305.545	9184.781	637.330	874.437	 0.876	 1.909	 1.874	 0.889
170	450.810	159.578	5613.932	578.362	945.255	 0.680	 1.390	 2.922	 0.872
171	450.544	159.656	7127.582	566.957	789.522	 0.894	 1.607	 2.694	 0.831
172	93.768	305.401	5796.134	613.289	969.444	 0.785	 1.212	 2.299	 0.762
172	450.892	159.455	8584.602	578.370	1042.701	 0.938	 1.396	 1.963	 0.740
173	 5.233	176.406	55712.963	526.670	766.923	 2.961	 3.904	 1.286	 0.652
173	214.915	258.190	7507.911	586.917	759.656	 0.683	 2.305	 0.389	 0.955
173	260.707	329.117	16641.635	542.646	457.725	 1.994	 2.903	 0.698	 0.727
173	451.067	160.343	10168.748	558.421	681.110	 1.444	 1.645	 1.426	 0.479
174	344.206	103.711	11080.984	654.504	479.026	 1.890	 1.948	 2.701	 0.242
174	450.076	160.225	5964.746	593.821	956.443	 0.670	 1.482	 2.570	 0.892
175	93.893	304.524	11386.021	600.892	775.587	 1.266	 1.845	 0.440	 0.727
175	450.344	160.520	8526.459	557.828	831.284	 0.948	 1.723	 1.977	 0.835
176	93.925	303.864	4053.967	638.658	1168.413	 0.422	 1.309	 0.559	 0.947
177	259.716	328.926	8134.466	568.055	603.725	 1.094	 1.960	 2.451	 0.830
177	450.533	159.840	9905.358	569.143	1136.154	 1.016	 1.365	 2.535	 0.668
179	239.323	251.837	10276.679	589.070	684.988	 1.327	 1.800	 1.749	 0.676
179	450.312	159.803	9260.246	534.318	709.537	 1.117	 1.859	 2.638	 0.799
180	89.037	200.984	16129.695	568.698	444.168	 1.780	 3.248	 1.282	 0.837
180	140.102	403.492	7192.065	564.652	607.968	 0.971	 1.940	 0.892	 0.866
181	450.742	160.013	6484.160	591.640	1055.210	 0.676	 1.446	 1.912	 0.884
182	144.533	82.992	7351.117	604.977	663.519	 1.007	 1.751	 1.030	 0.818
182	450.752	160.071	9748.822	568.758	609.087	 1.240	 2.054	 0.080	 0.797
183	227.352	294.238	13178.179	589.377	857.469	 1.283	 1.907	 2.518	 0.740
184	92.786	305.393	8149.489	633.036	720.791	 0.977	 1.841	 2.281	 0.847
184	449.682	160.334	6123.685	572.132	1081.048	 0.681	 1.325	 1.265	 0.858
185	137.797	137.720	22947.307	617.500	518.801	 2.294	 3.069	 2.427	 0.664
185	232.029	300.827	12792.657	586.768	592.632	 1.631	 2.106	 0.685	 0.632
186	38.080	90.971	10924.764	616.761	649.223	 1.002	 2.673	 0.810	 0.927
186	93.440	305.464	4981.191	638.843	1402.753	 0.505	 1.118	 0.811	 0.892
186	125.339	387.532	10165.213	574.222	651.599	 1.173	 2.116	 1.808	 0.832
186	153.696	339.726	35692.735	629.603	526.694	 3.079	 3.503	 1.019	 0.477
186	233.785	302.515	11957.451	608.527	942.060	 1.240	 1.629	 1.318	 0.649
186	451.146	160.018	7754.026	592.424	920.657	 1.066	 1.258	 0.544	 0.531
187	92.972	305.343	7304.809	637.954	933.669	 0.970	 1.284	 0.737	 0.655
187	137.907	129.612	27151.970	644.925	460.824	 2.090	 4.487	 3.045	 0.885
187	152.556	339.956	24019.743	614.708	1302.201	 1.646	 1.783	 1.401	 0.384
187	232.845	302.014	17453.630	591.662	1230.032	 1.428	 1.582	 1.422	 0.430
187	449.665	160.723	5744.498	567.584	951.756	 0.777	 1.236	 1.313	 0.778
188	93.200	303.872	7890.627	610.918	530.875	 1.458	 1.622	 1.003	 0.438
188	153.737	341.243	14612.790	628.653	988.106	 1.259	 1.869	 0.544	 0.739
188	231.325	302.018	11321.452	602.033	1368.680	 0.856	 1.537	 2.465	 0.831
188	404.242	145.942	9086.374	651.033	1014.692	 1.013	 1.406	 1.328	 0.693
189	91.276	306.492	3993.851	661.103	1618.816	 0.266	 1.475	 0.423	 0.984
189	105.355	325.213	16540.709	593.068	1337.698	 1.207	 1.630	 3.087	 0.672
189	153.748	342.590	14004.903	610.179	1015.192	 1.466	 1.498	 2.688	 0.206
189	156.649	121.513	12616.086	694.089	1059.043	 1.122	 1.690	 1.813	 0.748
189	232.603	302.680	14037.552	586.000	826.304	 1.277	 2.117	 1.590	 0.798
190	92.780	304.013	7493.535	635.984	766.793	 0.992	 1.568	 1.866	 0.775
190	104.818	324.659	6562.537	582.281	1330.283	 0.662	 1.185	 0.221	 0.829
190	150.388	342.413	20640.197	584.570	920.886	 1.337	 2.668	 1.306	 0.865
190	153.970	120.864	27967.932	578.218	527.659	 2.622	 3.217	 2.024	 0.579
190	234.697	300.855	12017.619	538.855	630.891	 1.552	 1.953	 1.228	 0.607
191	11.338	183.584	69175.106	433.161	589.302	 3.904	 4.785	 1.610	 0.578
191	51.809	311.630	16239.985	665.664	678.488	 0.967	 3.941	 2.184	 0.969
191	148.806	342.350	24834.772	579.416	1474.578	 1.545	 1.735	 1.498	 0.455
191	156.640	126.000	34970.443	579.761	472.891	 3.032	 3.881	 0.760	 0.624
191	234.350	302.274	12728.116	570.600	731.877	 1.441	 1.921	 1.700	 0.661
191	449.511	159.287	6108.222	575.265	754.526	 0.883	 1.459	 3.072	 0.796
192	10.711	183.179	34434.943	522.624	586.326	 2.900	 3.223	 1.999	 0.436
192	104.243	329.697	8136.518	567.056	668.250	 1.227	 1.579	 2.755	 0.630
192	145.824	339.687	30969.259	545.524	879.292	 2.015	 2.782	 0.666	 0.690
192	450.210	159.352	10229.742	571.620	1067.667	 0.933	 1.634	 2.943	 0.821
193	 7.532	185.552	39621.992	481.404	531.424	 3.127	 3.794	 1.758	 0.566
193	144.442	338.993	24960.182	604.302	1699.493	 1.503	 1.555	 0.687	 0.255
193	345.639	103.426	6186.926	679.195	843.121	 1.052	 1.110	 2.321	 0.318
194	11.360	183.649	18881.371	612.800	999.126	 1.458	 2.062	 2.648	 0.707
194	146.127	339.304	27123.370	586.759	1168.136	 1.696	 2.179	 2.110	 0.628
194	450.210	159.967	7918.192	548.844	681.944	 1.231	 1.501	 1.630	 0.573
195	12.550	183.079	22874.514	574.976	813.743	 1.675	 2.671	 1.016	 0.779
195	147.933	340.593	26464.282	619.904	1383.151	 1.702	 1.790	 1.970	 0.310
196	13.604	182.481	26157.820	607.697	1339.432	 1.610	 1.930	 0.898	 0.551
196	49.956	304.723	90760.926	485.976	626.090	 4.297	 5.369	 1.291	 0.600
196	106.104	329.119	11905.938	542.975	575.052	 1.476	 2.232	 0.167	 0.750
196	146.491	341.808	32771.510	595.779	1445.220	 1.540	 2.343	 1.182	 0.754
197	12.477	183.128	32487.861	556.649	1642.058	 1.530	 2.058	 1.239	 0.669
197	105.853	328.260	9982.311	551.018	855.084	 1.189	 1.563	 2.708	 0.649
197	149.148	342.658	26123.206	615.311	2099.689	 1.135	 1.745	 1.224	 0.759
198	11.348	183.942	29946.676	584.512	1859.265	 1.425	 1.799	 2.784	 0.611
198	21.138	46.121	15199.060	581.251	639.276	 1.314	 2.879	 0.886	 0.890
198	146.683	128.810	6567.107	699.536	866.168	 1.085	 1.112	 0.000	 0.218
198	149.410	341.933	15863.669	655.467	1852.799	 0.990	 1.376	 1.826	 0.694
198	449.827	160.521	6755.051	576.126	743.891	 0.937	 1.543	 2.589	 0.795
199	11.212	184.305	25340.076	585.436	1402.202	 1.418	 2.028	 3.127	 0.715
199	18.872	45.220	27100.759	585.442	1496.548	 1.599	 1.802	 2.875	 0.461
199	140.349	236.340	77783.313	625.702	1652.306	 2.182	 3.434	 1.967	 0.772
199	148.227	342.011	29132.971	596.131	498.446	 2.787	 3.338	 0.484	 0.550
199	450.196	159.923	7724.992	551.292	815.865	 0.938	 1.606	 0.648	 0.812
200	11.102	187.758	20611.710	553.989	1001.535	 1.538	 2.130	 1.108	 0.692
200	18.857	47.695	20712.293	617.471	1224.689	 1.345	 2.002	 1.651	 0.741
200	94.258	306.478	7428.476	614.681	1449.813	 0.537	 1.518	 2.820	 0.935
200	137.842	240.718	41203.078	628.884	2340.674	 1.668	 1.680	 2.272	 0.119
200	148.299	340.992	32077.932	609.652	1199.193	 1.857	 2.293	 2.062	 0.587
200	151.362	122.914	25131.766	616.188	502.503	 2.262	 3.519	 1.930	 0.766
200	450.151	160.137	7074.541	573.014	958.109	 0.765	 1.536	 0.910	 0.867
201	10.068	184.732	35203.225	539.323	985.808	 1.802	 3.155	 3.130	 0.821
201	18.748	47.308	25815.429	622.083	1150.631	 1.746	 2.046	 2.264	 0.521
201	94.396	306.244	10765.716	600.473	1105.846	 0.828	 1.871	 1.969	 0.897
201	135.600	241.105	26733.736	628.180	742.829	 2.228	 2.570	 3.056	 0.498
201	145.112	342.078	35483.308	563.279	1409.015	 1.682	 2.383	 2.125	 0.708
201	152.379	125.203	10592.929	670.074	662.729	 1.271	 2.002	 3.031	 0.773
201	240.285	252.338	6755.242	604.501	690.703	 1.225	 1.271	 1.283	 0.267
202	 8.641	178.594	43500.318	549.253	1507.420	 1.753	 2.620	 1.418	 0.743
202	18.367	44.670	23359.721	584.241	860.642	 1.676	 2.578	 0.599	 0.760
202	50.797	211.764	8214.104	615.842	647.286	 1.160	 1.741	 0.114	 0.746
202	95.166	305.995	7325.972	622.069	1043.453	 0.881	 1.269	 1.847	 0.720
202	137.867	243.253	42838.716	609.975	1365.851	 2.003	 2.492	 0.892	 0.595
202	139.639	402.361	7649.740	549.402	823.354	 0.658	 2.248	 1.421	 0.956
202	146.552	344.446	30597.819	598.212	1492.211	 1.538	 2.121	 0.203	 0.689
203	 8.413	179.524	37490.931	578.842	2097.853	 1.581	 1.800	 0.100	 0.478
203	17.024	43.440	11212.557	611.224	1058.062	 1.148	 1.469	 1.117	 0.623
203	51.013	211.856	32729.764	670.675	1146.690	 1.973	 2.303	 2.852	 0.516
203	94.911	306.248	7220.744	617.340	721.839	 1.120	 1.421	 0.193	 0.615
203	140.555	242.141	44824.440	575.816	810.778	 2.757	 3.191	 1.483	 0.504
203	141.957	184.001	17076.676	600.742	527.935	 1.903	 2.706	 1.625	 0.711
203	145.718	346.990	15273.264	629.658	1433.595	 1.055	 1.607	 1.374	 0.755
204	 9.540	180.112	36070.920	604.161	2371.066	 1.469	 1.648	 2.501	 0.453
204	15.662	44.002	15688.072	625.168	1032.233	 1.406	 1.720	 0.787	 0.576
204	51.071	212.347	24268.776	692.212	1441.456	 1.282	 2.090	 3.073	 0.790
204	94.815	306.529	9397.763	609.336	746.989	 1.138	 1.759	 1.781	 0.762
204	449.962	159.049	3663.537	608.352	1701.745	 0.467	 0.734	 2.208	 0.771
205	 7.685	183.976	23295.036	581.219	1056.814	 1.383	 2.537	 2.674	 0.838
205	16.138	46.582	20250.595	580.012	533.246	 1.864	 3.242	 2.826	 0.818
205	44.734	240.148	11338.074	549.410	599.261	 1.001	 3.007	 2.530	 0.943
205	50.903	211.889	28124.905	680.767	1754.851	 1.452	 1.756	 2.671	 0.562
205	198.046	315.659	12321.791	649.188	1537.446	 1.050	 1.215	 1.419	 0.502
206	15.536	47.250	11352.368	593.619	852.561	 1.118	 1.896	 0.203	 0.808
206	51.355	211.995	35193.620	645.368	1279.060	 1.984	 2.207	 0.118	 0.439
206	142.865	183.701	20671.015	595.220	525.992	 1.933	 3.237	 1.212	 0.802
206	198.790	312.202	21165.092	618.297	1503.802	 1.133	 1.978	 2.919	 0.820
206	449.976	159.325	7913.512	555.642	707.166	 1.113	 1.601	 1.875	 0.719
207	 5.718	186.941	26393.019	539.843	1105.811	 1.827	 2.080	 1.010	 0.478
207	17.795	46.903	18928.199	536.810	467.193	 2.096	 3.076	 0.498	 0.732
207	51.200	212.020	32271.454	644.387	1285.951	 1.982	 2.015	 1.571	 0.179
207	199.567	312.453	21022.837	580.865	1364.399	 1.427	 1.718	 0.276	 0.557
208	19.697	46.893	16435.806	576.384	526.501	 2.044	 2.431	 2.829	 0.541
208	50.961	211.812	32712.702	710.065	1923.048	 1.416	 1.912	 2.524	 0.672
208	231.611	198.482	15168.657	642.435	917.944	 1.055	 2.493	 1.726	 0.906
208	450.186	159.064	9966.149	539.867	583.558	 1.295	 2.098	 0.364	 0.787
209	20.774	44.533	19274.467	599.894	806.133	 1.609	 2.365	 0.614	 0.733
209	51.293	212.115	40004.721	659.113	1313.410	 2.162	 2.242	 1.571	 0.266
209	57.602	228.985	28755.668	620.901	1305.793	 1.805	 1.942	 1.384	 0.368
209	64.047	134.504	7252.302	588.097	662.489	 1.225	 1.422	 0.381	 0.508
209	125.784	235.276	23721.745	604.872	935.848	 1.555	 2.594	 0.262	 0.800
209	139.178	401.536	4925.430	562.935	2324.616	 0.279	 1.208	 0.898	 0.973
209	193.477	312.702	9006.166	631.396	626.962	 1.311	 1.744	 1.065	 0.660
209	233.339	199.130	22790.805	605.307	836.314	 1.697	 2.556	 2.417	 0.748
209	239.944	252.556	5637.172	641.471	1494.005	 0.642	 0.935	 2.834	 0.727
210	21.315	47.146	23516.056	607.424	903.880	 1.463	 2.830	 0.893	 0.856
210	51.359	211.973	28835.242	726.382	1593.295	 1.553	 1.855	 1.915	 0.547
210	58.302	228.946	47726.260	680.152	2861.657	 1.613	 1.645	 1.325	 0.197
210	122.481	237.309	22418.440	583.086	709.252	 1.495	 3.364	 1.374	 0.896
210	190.137	308.217	18533.662	597.619	630.806	 1.835	 2.548	 0.433	 0.694
210	239.198	252.081	9542.755	598.529	611.783	 1.237	 2.008	 0.205	 0.788
210	241.817	202.679	10346.370	612.389	529.884	 1.231	 2.525	 0.886	 0.873
211	50.864	212.348	46244.867	664.592	1616.041	 1.895	 2.403	 2.521	 0.615
212	51.066	212.238	34981.030	722.961	2104.087	 1.525	 1.735	 1.688	 0.476
213	51.110	212.088	33067.113	723.081	1535.826	 1.601	 2.141	 2.170	 0.664
213	188.996	297.800	10548.832	617.282	1017.063	 1.123	 1.470	 0.000	 0.645
213	281.548	129.186	15148.461	630.328	880.957	 1.533	 1.785	 2.126	 0.513
213	450.426	159.071	8618.901	572.289	664.809	 1.238	 1.667	 2.315	 0.670
214	13.599	51.564	21997.542	587.521	483.583	 2.372	 3.052	 2.623	 0.629
214	48.152	28.831	3873.703	744.613	1493.805	 0.611	 0.675	 3.127	 0.426
214	51.576	211.887	31718.152	712.698	1577.901	 1.638	 1.953	 2.533	 0.544
214	280.896	128.934	19208.525	609.422	938.245	 1.704	 1.912	 2.346	 0.453
215	12.922	54.280	17325.676	575.357	835.293	 1.510	 2.186	 2.745	 0.723
215	50.643	212.265	34616.830	677.981	1336.709	 1.649	 2.499	 2.875	 0.751
215	50.764	31.136	20802.961	673.244	607.339	 1.696	 3.214	 1.228	 0.849
215	260.015	329.000	11246.125	573.358	550.749	 1.175	 2.766	 2.865	 0.905
215	281.026	129.463	18488.790	590.408	881.138	 1.490	 2.241	 2.359	 0.747
216	 5.879	191.687	28857.695	602.959	788.586	 1.828	 3.186	 1.385	 0.819
216	12.816	56.222	8798.582	667.604	1192.761	 0.922	 1.273	 2.452	 0.689
